0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Emission_Norm,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,City_Mileage,Highway_Mileage,Kerb_Weight,Ground_Clearance,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Power,torque,Seating_Capacity,Wheelbase,Boot_Space,Minimum_Turning_Radius,Number_of_Airbags
110,Tata,Bolt,Xm Petrol,590268,1193,4,BS IV,"Front, Transverse",44,Petrol,1562,3825,1695,Hatchback,17.57,0,1095,165,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,0,0,90,140,5,2470,210,5.1,0
111,Tata,Bolt,Xms Petrol,614515,1193,4,BS IV,"Front, Transverse",44,Petrol,1562,3825,1695,Hatchback,17.57,0,1095,165,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,0,0,90,140,5,2470,210,5.1,2
112,Hyundai,Xcent Prime,Cng T + (Cng +,556130,1197,4,BS IV,"Front, Longitudinal",43,CNG + Petrol,1520,3995,1660,Sedan,0,0,1100,165,MacPherson Strut,Coupled Torsion Beam Axle,1479,1493,83,114,5,2425,407,5.2,0
113,Hyundai,Xcent Prime,T,536859,1197,4,BS IV,"Front, Longitudinal",43,Petrol,1520,3995,1660,Sedan,0,0,1100,165,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,83,114,5,2425,407,5.2,0
114,Hyundai,Xcent Prime,T+,556130,1197,4,BS IV,"Front, Longitudinal",43,Petrol,1520,3995,1660,Sedan,0,15.7,1100,165,MacPherson Strut,Coupled Torsion Beam Axle,1479,1493,83,114,5,2425,407,5.2,0
115,Hyundai,Xcent Prime,Cng T (Cng +,536859,1197,4,BS IV,"Front, Longitudinal",43,CNG + Petrol,1520,3995,1660,Sedan,0,0,1100,165,MacPherson Strut,Coupled Torsion Beam Axle,1479,1493,81,114,5,2425,407,5.2,0
116,Hyundai,Xcent Prime,T+ Crdi,639616,1197,4,BS IV,"Front, Longitudinal",43,Diesel,1520,3995,1660,Sedan,0,0,1100,165,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,70,114,5,2425,407,5.2,2
117,Hyundai,Xcent Prime,T Crdi,620297,1197,4,BS IV,"Front, Longitudinal",43,Diesel,1520,3995,1660,Sedan,0,0,1100,165,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,71,114,5,2425,407,5.2,2
118,Maruti Suzuki,Dzire Tour,Ldi,653523,1248,4,BS IV,"Front, Transverse",42,Diesel,1555,3995,1695,Sedan,14.6,19.8,1045,170,MacPherson Strut,Torsion Beam,1485,1495,75,190,5,2430,320,4.8,0
119,Maruti Suzuki,Dzire Tour,Lxi,553423,1197,4,BS IV,"Front, Transverse",42,Petrol,1555,3995,1695,Sedan,16.3,19.1,935,170,MacPherson Strut,Torsion Beam,1485,1495,83,115,5,2430,316,4.8,0
120,Maruti Suzuki,Dzire Tour,Lxi Cng,598940,1197,4,BS IV,"Front, Transverse",42,CNG,1555,3995,1695,Sedan,0,0,935,170,MacPherson Strut,Torsion Beam,1485,1495,69,115,5,2430,316,4.8,0
121,Hyundai,Elite I Twenty,Era 1.2,559693,1197,4,BS IV,"Front, Transverse",45,Petrol,1505,3995,1710,Hatchback,13.3,18.6,1066,165,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505,1503,84,115,5,2525,285,5.2,2
122,Hyundai,Elite I Twenty,Era 1.4 Crdi,697803,1396,4,BS IV,"Front, Transverse",45,Diesel,1505,3985,1734,Hatchback,18.4,22.54,1510,170,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505,1503,90,220,5,2570,285,5.2,2
123,Hyundai,Elite I Twenty,Magna Plus,634950,1197,4,BS IV,"Front, Transverse",45,Petrol,1505,3985,1734,Hatchback,13.3,18.5,1058,170,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505,1503,84,115,5,2570,285,5.2,2
124,Hyundai,Elite I Twenty,Magna Plus Crdi,770803,1396,4,BS IV,"Front, Transverse",45,Diesel,1505,3985,1734,Hatchback,18.4,22.54,1510,170,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505,1503,90,220,5,2570,285,5.2,2
125,Hyundai,Elite I Twenty,Sportz Plus,721693,1197,4,BS IV,"Front, Transverse",45,Petrol,1505,3985,1734,Hatchback,13.3,18.5,1060,170,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505,1503,84,115,5,2570,285,5.2,2
126,Hyundai,Elite I Twenty,Sportz Plus Crdi Dual Tone,876103,1396,4,BS IV,"Front, Transverse",45,Diesel,1505,3985,1734,Hatchback,18.4,22.54,1515,170,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505,1503,90,220,5,2570,285,5.2,2
127,Hyundai,Elite I Twenty,Asta (O) 1.2,808993,1197,4,BS IV,"Front, Transverse",45,Petrol,1505,3995,1734,Hatchback,13.3,18.5,1515,170,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505,1503,84,114,5,2570,285,5.2,6
128,Hyundai,Elite I Twenty,Asta (O) Crdi,934003,1396,4,BS IV,"Front, Transverse",45,Diesel,1505,3985,1734,Hatchback,18.4,22.5,1515,170,McPherson strut & coil spring,Coupled Torsion Beam Axle with coil spring,0,0,90,220,5,2570,285,5.2,6
129,Hyundai,Elite I Twenty,Asta (O) Cvt,920993,1197,4,BS IV,"Front, Transverse",45,Petrol,1505,3985,1734,Hatchback,13.3,18.6,1066,170,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505,1503,83,115,5,2570,285,5.2,2
130,Hyundai,Elite I Twenty,Sportz Plus Dual Tone,751693,1197,4,BS IV,"Front, Transverse",45,Petrol,1505,3985,1734,Hatchback,13.3,18.5,1060,170,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505,1503,84,115,5,2570,285,5.2,2
131,Hyundai,Elite I Twenty,Sportz Plus Cvt,831693,1197,4,BS IV,"Front, Transverse",45,Petrol,1505,3985,1734,Hatchback,13.3,18.5,1060,170,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505,1503,84,115,5,2570,285,5.2,2
132,Hyundai,Elite I Twenty,Sportz Plus Crdi,846103,1396,4,BS IV,"Front, Transverse",45,Diesel,1505,3985,1734,Hatchback,18.4,22.54,1515,170,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505,1503,90,220,5,2570,285,5.2,2
133,Hyundai,Aura,E 1.2 Petrol,579900,1197,0,BS 6,"Front, Longitudinal",37,Petrol,1520,3995,1680,Sedan,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,0,0,2
134,Hyundai,Aura,S 1.2 Petrol,655900,1197,0,BS 6,"Front, Longitudinal",37,Petrol,1520,3995,1680,Sedan,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,0,0,2
135,Hyundai,Aura,S 1.2 Amt Petrol,705800,1197,0,BS 6,"Front, Longitudinal",37,Petrol,1520,3995,1680,Sedan,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,0,0,2
136,Hyundai,Aura,Sx 1.2 Petrol,729900,1197,0,BS 6,"Front, Longitudinal",37,Petrol,1520,3995,1680,Sedan,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,0,0,2
137,Hyundai,Aura,Sx Plus 1.2 Amt Petrol,804800,1197,0,BS 6,"Front, Longitudinal",37,Petrol,1520,3995,1680,Sedan,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,0,0,2
138,Hyundai,Aura,Sx (O) 1.2 Petrol,785900,1197,0,BS 6,"Front, Longitudinal",37,Petrol,1520,3995,1680,Sedan,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,0,0,2
139,Hyundai,Aura,S 1.2 Cng Petrol (Cng +,728900,1197,0,BS 6,"Front, Longitudinal",37,CNG + Petrol,1520,3995,1680,Sedan,0,20.5,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,69,95,5,2450,0,0,2
140,Hyundai,Aura,Sx Plus 1.0 Petrol,854900,998,0,BS 6,"Front, Longitudinal",37,Petrol,1520,3995,1680,Sedan,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,100,172,5,2450,0,0,2
141,Hyundai,Aura,S 1.2 Diesel,773800,1186,0,BS 6,"Front, Longitudinal",37,Diesel,1520,3995,1680,Sedan,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,75,190,5,2450,0,0,2
142,Hyundai,Aura,S 1.2 Amt Diesel,823700,1186,0,BS 6,"Front, Longitudinal",37,Diesel,1520,3995,1680,Sedan,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,75,190,5,2450,0,0,2
143,Hyundai,Aura,Sx Plus 1.2 Amt Diesel,922700,1186,0,BS 6,"Front, Longitudinal",37,Diesel,1520,3995,1680,Sedan,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,75,190,5,2450,0,0,2
144,Hyundai,Aura,Sx (O) 1.2 Diesel,903800,1186,0,BS 6,"Front, Longitudinal",37,Diesel,1520,3995,1680,Sedan,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,75,190,5,2450,0,0,2
145,Volkswagen,Polo,Trendline 1.0L (P),582000,999,3,BS IV,"Front, Transverse",45,Petrol,1469,3971,1682,Hatchback,14,16,1033,165,McPherson strut with stabiliser bar,Semi-independent trailing arm,1460,1456,76,95,5,2469,280,4.97,2
146,Volkswagen,Polo,Comfortline 1.0 (P),676500,999,3,BS IV,"Front, Transverse",45,Petrol,1469,3971,1682,Hatchback,14,16,1049,165,McPherson strut with stabiliser bar,Semi-independent trailing arm,1460,1456,76,95,5,2469,280,4.97,2
147,Volkswagen,Polo,Highline Plus 1.0 (P),776500,999,3,BS IV,"Front, Transverse",45,Petrol,1469,3971,1682,Hatchback,14,16,1053,165,McPherson strut with stabiliser bar,Semi-independent trailing arm,1460,1456,76,95,5,2469,280,4.97,2
148,Volkswagen,Polo,Trendline 1.5L (D),734500,1498,4,BS IV,"Front, Transverse",45,Diesel,1469,3971,1682,Hatchback,19,20,1033,165,McPherson strut with stabiliser bar,Semi-independent trailing arm,1460,1456,90,230,5,2469,280,4.97,2
149,Volkswagen,Polo,Comfortline 1.5 (D),851500,1498,4,BS IV,"Front, Transverse",45,Diesel,1469,3971,1682,Hatchback,19,20,1142,165,McPherson strut with stabiliser bar,Semi-independent trailing arm,1460,1456,90,230,5,2469,280,4.97,2
150,Volkswagen,Polo,Highline Plus 1.5 (D),931500,1498,4,BS IV,"Front, Transverse",45,Diesel,1469,3971,1682,Hatchback,19,20,1158,165,McPherson strut with stabiliser bar,Semi-independent trailing arm,1460,1456,90,230,5,2469,280,4.97,2
151,Volkswagen,Polo,Gt Tsi,976000,1197,4,BS IV,"Front, Transverse",45,Petrol,1469,3971,1682,Hatchback,17,17,1109,165,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,1460,1456,105,175,5,2469,280,4.97,2
152,Volkswagen,Polo,Gt Tdi,988500,1498,4,BS IV,"Front, Transverse",45,Diesel,1469,3971,1682,Hatchback,19,19,1148,165,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,1460,1456,110,250,5,2469,250,4.97,2
153,Maruti Suzuki,Dzire,Lxi,582613,1197,4,BS IV,"Front, Transverse",37,Petrol,1515,3995,1735,Sedan,16.3,0,860,163,MacPherson Strut,Torsion Beam,0,0,84,115,5,2450,378,4.8,2
154,Maruti Suzuki,Dzire,Vxi,673112,1197,4,BS IV,"Front, Transverse",37,Petrol,1515,3995,1735,Sedan,16.3,0,872,163,MacPherson Strut,Torsion Beam,0,0,84,115,5,2450,378,4.8,2
155,Maruti Suzuki,Dzire,Ldi,666622,1248,4,BS IV,"Front, Transverse",37,Diesel,1515,3995,1735,Sedan,28.4,0,955,163,MacPherson Strut,Torsion Beam,0,0,75,190,5,2450,378,4.8,2
156,Maruti Suzuki,Dzire,Zxi,732113,1197,4,BS IV,"Front, Transverse",37,Petrol,1515,3995,1735,Sedan,16.3,0,882,163,MacPherson Strut,Torsion Beam,0,0,84,115,5,2450,378,4.8,2
157,Maruti Suzuki,Dzire,Vdi,757622,1248,4,BS IV,"Front, Transverse",37,Diesel,1515,3995,1735,Sedan,28.4,0,967,163,MacPherson Strut,Torsion Beam,0,0,75,190,5,2450,378,4.8,2
158,Maruti Suzuki,Dzire,Vxi Amt,720112,1197,4,BS IV,"Front, Transverse",37,Petrol,1515,3995,1735,Sedan,16.3,0,872,163,MacPherson Strut,Torsion Beam,0,0,84,115,5,2450,378,4.8,2
159,Maruti Suzuki,Dzire,Zdi Amt,863122,1248,4,BS IV,"Front, Transverse",37,Diesel,1515,3995,1735,Sedan,28.4,0,978,163,MacPherson Strut,Torsion Beam,0,0,75,190,5,2450,378,4.8,2
160,Maruti Suzuki,Dzire,Zdi,816622,1248,4,BS IV,"Front, Transverse",37,Diesel,1515,3995,1735,Sedan,28.4,0,978,163,MacPherson Strut,Torsion Beam,0,0,75,190,5,2450,378,4.8,2
161,Maruti Suzuki,Dzire,Zxi Plus,821613,1197,4,BS IV,"Front, Transverse",37,Petrol,1515,3995,1735,Sedan,16.3,0,895,163,MacPherson Strut,Torsion Beam,0,0,84,115,5,2450,378,4.8,2
162,Maruti Suzuki,Dzire,Zxi At,779113,1197,4,BS IV,"Front, Transverse",37,Petrol,1515,3995,1735,Sedan,16.3,0,882,163,MacPherson Strut,Torsion Beam,0,0,84,115,5,2450,378,4.8,2
163,Maruti Suzuki,Dzire,Zxi Plus Amt,868613,1197,4,BS IV,"Front, Transverse",37,Petrol,1515,3995,1735,Sedan,16.3,0,990,163,MacPherson Strut,Torsion Beam,0,0,84,115,5,2450,378,4.8,2
164,Maruti Suzuki,Dzire,Zdi Plus,906122,1248,4,BS IV,"Front, Transverse",37,Diesel,1515,3995,1735,Sedan,28.4,0,895,163,MacPherson Strut,Torsion Beam,0,0,75,190,5,2450,378,4.8,2
165,Maruti Suzuki,Dzire,Vdi Amt,804622,1248,4,BS IV,"Front, Transverse",37,Diesel,1515,3995,1735,Sedan,28.4,0,967,163,MacPherson Strut,Torsion Beam,0,0,75,190,5,2450,378,4.8,2
166,Maruti Suzuki,Dzire,Zdi Plus Amt,952622,1248,4,BS IV,"Front, Transverse",37,Diesel,1515,3995,1735,Sedan,28.4,0,990,163,MacPherson Strut,Torsion Beam,0,0,75,190,5,2450,378,4.8,2
167,Ford,Freestyle,1.5L Tdci Ambiente,676400,1498,4,BS IV,"Front, Transverse",40,Diesel,1570,3954,1737,Crossover,0,0,1062,190,Independent McPherson,Semi-Independent; Twist beam with dual path strut,0,0,100,215,5,2490,257,5,2
168,Ford,Freestyle,1.5L Tdci Titanium,790900,1498,4,BS IV,"Front, Transverse",40,Diesel,1570,3954,1737,Hatchback,0,0,1074,190,Independent McPherson strut with Coil spring & Anti-roll bar,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,100,215,5,2490,257,5,2
169,Ford,Freestyle,1.5L Tdci Titanium Plus,836400,1498,4,BS IV,"Front, Transverse",40,Diesel,1570,3954,1737,Hatchback,0,0,1080,190,Independent MCPherson Strut with coil springs & anti-roll bar,"Semi Independent, Twist Beam with coil Spring and Shock Absorber",0,0,100,215,5,2490,257,5,6
170,Ford,Freestyle,1.2L Ti-Vct Ambiente,591400,1194,3,BS IV,"Front, Transverse",42,Petrol,1570,3954,1737,Hatchback,0,0,1026,190,Independent McPherson,Semi-Independent; Twist beam with dual path strut,0,0,96,120,5,2490,257,5,2
171,Ford,Freestyle,1.2L Ti-Vct Titanium,721400,1194,3,BS IV,"Front, Transverse",42,Petrol,1570,3954,1737,Hatchback,0,0,1038,190,Independent McPherson,Semi-Independent; Twist beam with dual path strut,0,0,96,120,5,2490,257,5,2
172,Ford,Freestyle,1.2L Ti-Vct Titanium Plus,756400,1194,3,BS IV,"Front, Transverse",42,Petrol,1570,3954,1737,Hatchback,0,0,1044,190,Independent McPherson,Semi-Independent; Twist beam with dual path strut,0,0,96,120,5,2490,257,5,6
173,Ford,Freestyle,1.2L Ti-Vct Trend Plus,681400,1194,3,BS IV,"Front, Transverse",42,Petrol,1570,3954,1737,Crossover,0,0,1032,190,Independent McPherson,Semi-Independent; Twist beam with dual path strut,0,0,96,120,5,2490,257,5,2
174,Ford,Freestyle,1.5L Tdci Trend Plus,745900,1498,3,BS IV,"Front, Transverse",42,Diesel,1570,3954,1737,Crossover,0,0,1068,190,Independent McPherson,Semi-Independent; Twist beam with dual path strut,0,0,100,215,5,2490,257,5,2
175,Volkswagen,Ameo,Trendline 1.5L Tdi,711500,1498,0,BS IV,"Front, Longitudinal",45,Diesel,1483,3995,1682,Sedan,15.3,21.66,1044,165,MacPherson Strut,Semi Independent Trailing Arm,1460,1456,110,250,5,2470,330,0,2
176,Volkswagen,Ameo,Comfortline 1.5L Tdi,810500,1498,0,BS IV,"Front, Transverse",45,Diesel,1483,3995,1682,Sedan,15.3,21.66,1044,165,MacPherson Strut,Semi Independent Trailing Arm,1460,1456,110,250,5,2470,330,0,2
177,Volkswagen,Ameo,Highline Plus 1.5L Tdi Dsg,999900,1498,0,BS IV,"Front, Longitudinal",45,Diesel,1483,3995,1682,Sedan,15.3,21.73,1184,165,MacPherson Strut,Semi Independent Trailing Arm,1460,1456,110,250,5,2470,330,0,2
178,Volkswagen,Ameo,Highline Plus 1.5L Tdi,925500,1498,0,BS IV,"Front, Longitudinal",45,Diesel,1483,3995,1682,Sedan,15.3,21.66,1044,165,MacPherson Strut,Semi Independent Trailing Arm,1460,1456,110,250,5,2470,330,0,2
179,Volkswagen,Ameo,Trendline 1.0L,594000,999,3,BS IV,"Front, Transverse",45,Petrol,1483,3995,1682,Sedan,0,0,1027,165,MacPherson Strut,Semi Independent Trailing Arm,1460,1456,76,95,5,2470,330,0,2
180,Volkswagen,Ameo,Comfortline 1.0L,665000,999,3,BS IV,"Front, Transverse",45,Petrol,1483,3995,1682,Sedan,0,0,1039,165,MacPherson Strut,Semi Independent Trailing Arm,1460,1456,76,95,5,2470,330,0,2
181,Volkswagen,Ameo,Highline Plus 1.0L,799900,999,3,BS IV,"Front, Transverse",45,Petrol,1483,3995,1682,Sedan,0,0,1050,165,MacPherson Strut,Semi Independent Trailing Arm,1460,1456,76,95,5,2470,330,0,2
182,Volkswagen,Ameo,Gt Line Tdi Dsg,999900,1498,0,BS IV,"Front, Longitudinal",45,Diesel,1483,3995,1682,Sedan,15.3,21.73,1184,165,McPherson strut with stabiliser bar,Semi-independent trailing arm,1460,1456,110,250,5,2470,330,0,2
183,Ford,Aspire,1.2 Ti-Vct Ambiente,598500,1194,4,BS IV,"Front, Transverse",42,Petrol,1525,3995,1704,Sedan,0,0,1016,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,96,120,5,2490,0,0,2
184,Ford,Aspire,1.2 Ti-Vct Trend Plus,697400,1194,4,BS IV,"Front, Transverse",42,Petrol,1525,3995,1704,Sedan,0,0,1016,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,96,120,5,2490,0,0,2
185,Ford,Aspire,1.2 Ti-Vct Trend,663400,1194,4,BS IV,"Front, Transverse",42,Petrol,1525,3995,1704,Sedan,0,0,1016,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,96,120,5,2490,0,0,2
186,Ford,Aspire,1.5 Tdci Ambiente,699400,1498,4,BS IV,"Front, Transverse",40,Diesel,1525,3995,1704,Sedan,0,0,1053,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,100,215,5,2490,0,0,2
187,Ford,Aspire,1.5 Tdci Trend,737400,1498,4,BS IV,"Front, Transverse",40,Diesel,1525,3995,1704,Sedan,0,0,1053,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,100,215,5,2490,0,0,2
188,Ford,Aspire,1.5 Tdci Trend Plus,777400,1498,4,BS IV,"Front, Transverse",40,Diesel,1525,3995,1705,Sedan,0,0,1053,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,100,215,5,2490,0,0,2
189,Ford,Aspire,1.5 Tdci Titanium,817400,1498,4,BS IV,"Front, Transverse",40,Diesel,1525,3995,1704,Sedan,0,0,1053,0,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,100,215,5,2490,0,0,2
190,Ford,Aspire,1.5 Tdci Titanium Plus,862400,1498,4,BS IV,"Front, Transverse",40,Diesel,1525,3995,1704,Sedan,0,0,1053,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,100,215,5,2490,0,0,6
191,Ford,Aspire,1.2 Ti-Vct Titanium Plus,782400,1194,4,BS IV,"Front, Transverse",42,Petrol,1525,3995,1704,Sedan,0,0,0,0,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,96,120,5,2490,0,0,6
192,Ford,Aspire,1.2 Ti-Vct Titanium,737400,1194,4,BS IV,"Front, Transverse",42,Petrol,1525,3995,1704,Sedan,0,0,1016,0,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,96,120,5,2490,0,0,2
193,Ford,Aspire,1.2 Trend Plus Cng,758314,1194,4,BS IV,"Front, Transverse",42,CNG,1525,3995,1704,Sedan,0,0,1016,0,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,96,120,5,2490,0,0,2
194,Ford,Aspire,1.2 Ti-Vct Blu,762400,1194,4,BS IV,"Front, Transverse",42,Petrol,1525,3995,1704,Sedan,0,0,1016,0,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,96,120,5,2490,0,0,2
195,Ford,Aspire,1.5 Tdci Blu,842400,1498,4,BS IV,"Front, Transverse",40,Diesel,1525,3995,1704,Sedan,0,0,1053,0,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,0,0,100,215,5,2490,0,0,2
196,Toyota,Platinum Etios,G,627100,1496,4,BS IV,"Front, Transverse",45,Petrol,1510,4369,1695,Sedan,13.6,16.3,935,170,MacPherson Strut,Torsion Beam,1475,1485,90,132,5,2550,592,4.9,2
197,Toyota,Platinum Etios,V,718600,1496,4,BS IV,"Front, Transverse",45,Petrol,1510,4369,1695,Sedan,13.6,16.7,935,170,MacPherson Strut,Torsion Beam,1475,1485,90,132,5,2550,592,4.9,2
198,Toyota,Platinum Etios,Gd,734700,1364,4,BS IV,"Front, Transverse",45,Diesel,1510,4369,1695,Sedan,20.32,23.59,1020,170,MacPherson Strut,Torsion Beam,1475,1485,68,170,5,2550,592,4.9,2
199,Toyota,Platinum Etios,Vd,828600,1364,4,BS IV,"Front, Transverse",45,Diesel,1510,4369,1695,Sedan,20.3,23.6,1020,170,MacPherson Strut,Torsion Beam,1475,1485,68,170,5,2550,592,4.8,2
200,Toyota,Platinum Etios,Vxd,888400,1364,4,BS IV,"Front, Transverse",45,Diesel,1510,4369,1695,Sedan,20.32,23.08,1020,170,MacPherson Strut,Torsion Beam,0,0,68,170,5,2550,592,4.9,2
201,Toyota,Platinum Etios,Vx,778400,1496,4,BS IV,"Front, Longitudinal",45,Petrol,1510,4369,1695,Sedan,13.6,16.3,990,170,MacPherson Strut,Torsion Beam,0,0,90,132,5,2550,592,4.8,2
202,Toyota,Platinum Etios,Gx,689600,1496,4,BS IV,"Front, Transverse",45,Petrol,1510,4369,1695,Sedan,13.6,16.3,935,170,MacPherson Strut,Torsion Beam,1475,1485,90,132,5,2550,592,4.9,2
203,Toyota,Platinum Etios,Gxd,799600,1364,4,BS IV,"Front, Transverse",45,Diesel,1510,4369,1695,Sedan,20.3,23.6,1020,170,MacPherson Strut,Torsion Beam,1475,1485,68,170,5,2550,592,4.8,2
204,Toyota,Platinum Etios,Vxd Limited Edition,913400,1364,4,BS IV,"Front, Transverse",45,Diesel,1510,4369,1695,Sedan,20.32,23.08,1020,170,MacPherson Strut,Torsion Beam,0,0,68,170,5,2550,592,4.9,2
205,Toyota,Platinum Etios,Vx Limited Edition,803400,1496,4,BS IV,"Front, Longitudinal",45,Petrol,1510,4369,1695,Sedan,13.6,16.3,990,170,MacPherson Strut,Torsion Beam,0,0,90,132,5,2550,592,4.8,2
206,Toyota,Etios Cross,V,802000,1496,4,BS IV,"Front, Transverse",45,Petrol,1555,3895,1735,Hatchback,15,16,950,174,MacPherson Strut,Torsion Beam,0,0,90,132,5,2460,251,4.8,2
207,Toyota,Etios Cross,G,650000,1197,4,BS IV,"Front, Transverse",45,Petrol,1555,3895,1735,Hatchback,16.78,0,935,174,MacPherson Strut,Torsion Beam,0,0,80,104,5,2460,251,4.8,2
208,Toyota,Etios Cross,Vd,797500,1364,4,BS IV,"Front, Transverse",45,Diesel,1555,3895,1735,Hatchback,18.1,22.5,1030,174,MacPherson Strut,Torsion Beam,0,0,68,170,5,2460,251,4.8,2
209,Toyota,Etios Cross,Gd,766000,1364,4,BS IV,"Front, Transverse",45,Diesel,1555,3895,1735,Hatchback,18.1,22.5,1015,174,MacPherson Strut,Torsion Beam,0,0,68,170,5,2460,251,4.8,2
210,Toyota,Etios Cross,1.2 X Edition,668500,1197,4,BS IV,"Front, Transverse",45,Petrol,1555,3895,1735,Hatchback,16.78,0,935,174,MacPherson Strut,Torsion Beam,0,0,80,104,5,2460,251,4.8,2
211,Toyota,Etios Cross,1.4 X Edition,816000,1364,4,BS IV,"Front, Transverse",45,Diesel,1555,3895,1735,Hatchback,18.1,22.5,1015,174,MacPherson Strut,Torsion Beam,0,0,68,170,5,2460,251,4.8,2
